IDP	GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
C1024_296	C16orf78	16	49407808	49433321	77	9	33396	7.0026	1.2564e-12
C1024_299	CCDC53	12	102406717	102455902	104	16	33465	6.1015	5.2555e-10
C1024_299	NUP37	12	102467967	102514025	101	16	33489	6.1946	2.9218e-10
C1024_303	CENPW	6	126660660	126670548	12	4	33446	7.8357	2.3315e-15
C1024_303	CRHR1	17	43697710	43913194	994	9	33457	6.2814	1.6775e-10
C1024_303	SPPL2C	17	43922256	43924438	17	2	33494	6.8125	4.7943e-12
C1024_303	MAPT	17	43971702	44105700	709	5	33451	6.2694	1.8122e-10
C1024_303	STH	17	44076616	44077060	1	1	33539	6.3132	1.3666e-10
C1024_303	KANSL1	17	44107282	44302740	779	4	33344	6.2873	1.6151e-10
C1024_303	LRRC37A	17	44316744	44415160	82	5	33124	6.3375	1.1675e-10
C1024_303	NSF	17	44668035	44834830	76	8	33377	5.9866	1.0711e-09
C1024_303	WNT3	17	44839872	44896126	96	17	33355	6.2379	2.218e-10
C1024_304	TAL1	1	47681962	47697938	34	7	33423	6.4148	7.052e-11
C1024_304	BCL11B	14	99635624	99738514	212	34	33251	6.2417	2.1637e-10
C1024_307	FRYL	4	48499380	48782329	369	23	33415	6.3483	1.0888e-10
C1024_315	TAL1	1	47681962	47697938	34	7	33423	6.0941	5.5038e-10
C1024_315	MIR1-1HG	20	61147660	61167971	104	13	33078	6.0496	7.2616e-10
C1024_316	GMNC	3	190570526	190610190	95	18	33311	7.8064	2.9421e-15
C1024_316	HIST1H2BN	6	27805544	27821533	29	6	33476	6.3041	1.449e-10
C1024_316	HIST1H1B	6	27834570	27835359	5	3	33537	6.0181	8.8256e-10
C1024_316	HIST1H4L	6	27840926	27841289	1	1	33538	6.0761	6.1585e-10
C1024_316	OR2B2	6	27878963	27880174	4	2	33538	5.842	2.5789e-09
C1024_316	TRIM31	6	30070674	30080867	63	15	33435	5.9298	1.5165e-09
C1024_316	TRIM26	6	30152232	30181271	117	16	33496	6.2536	2.0059e-10
C1024_316	TUBB	6	30688012	30693199	18	6	33510	5.8401	2.6084e-09
C1024_316	SFTA2	6	30899127	30899952	9	3	33537	5.9284	1.5296e-09
C1024_316	DPCR1	6	30908777	30921998	37	12	33495	6.3288	1.235e-10
C1024_316	PRRC2A	6	31588450	31605554	63	15	33500	6.1208	4.6543e-10
C1024_316	MSH5	6	31707725	31730455	58	15	33506	6.0779	6.0886e-10
C1024_316	FAM53B	10	126307861	126432930	258	24	33323	6.2357	2.2489e-10
C1024_316	METTL10	10	126434336	126480439	87	12	33379	7.738	5.0515e-15
C1024_319	LRRC71	1	156890400	156902881	37	5	33435	6.059	6.8465e-10
C1024_319	ARHGEF11	1	156904632	157015512	240	19	33462	6.018	8.831e-10
C1024_328	PQLC3	2	11295498	11319000	81	15	33074	6.4991	4.0392e-11
C1024_328	ROCK2	2	11319894	11484711	413	18	33474	6.3139	1.3605e-10
C1024_328	GMNC	3	190570526	190610190	95	18	33314	7.2107	2.7828e-13
C1024_328	CASC10	10	21783421	21786213	5	3	33361	6.9432	1.9167e-12
C1024_328	MLLT10	10	21813540	22032559	204	30	33342	7.2372	2.2904e-13
C1024_328	FAT3	11	92047446	92629636	1252	55	33376	6.1955	2.9047e-10
C1024_328	SMEK1	14	91923955	91976898	131	10	33441	6.1094	5e-10
C1024_328	CATSPERB	14	92046728	92198413	564	49	33347	6.2522	2.023e-10
C1024_328	GNA13	17	63005407	63052920	24	6	33131	7.4189	5.9064e-14
C1024_328	DSCAM	21	41384343	42219039	2989	193	33330	6.1871	3.0648e-10
C1024_329	LRRC71	1	156890400	156902881	37	5	33435	5.8952	1.8709e-09
C1024_329	ARHGEF11	1	156904632	157015512	240	19	33462	5.8811	2.0381e-09
C1024_329	CRB2	9	126118448	126141034	75	14	33312	5.931	1.5059e-09
C1024_329	RHPN2	19	33469498	33555824	316	27	33247	6.98	1.4755e-12
C1024_329	GPATCH1	19	33571786	33621318	145	10	33451	7.5077	3.0087e-14
C1024_330	EEF1E1	6	8073593	8102828	87	13	33374	7.3804	7.8937e-14
C1024_330	DPYSL2	8	26371709	26515693	601	30	33372	6.5298	3.2927e-11
C1024_330	MMAB	12	109991520	110011358	78	11	33502	6.8057	5.027e-12
C1024_330	MVK	12	110011500	110035071	65	12	33475	6.2133	2.5948e-10
C1024_331	ZFP36L1	14	69254372	69263184	18	5	33343	5.9304	1.5108e-09
C1024_335	BCL11B	14	99635624	99738514	212	34	33251	6.3151	1.3498e-10
C1024_337	CCDC53	12	102406717	102455902	104	16	33464	6.5107	3.7401e-11
C1024_337	NUP37	12	102467967	102514025	101	16	33488	6.5447	2.9811e-11
C1024_338	ADGRV1	5	89854617	90460254	1487	71	33379	7.2681	1.8234e-13
C1024_338	RHPN2	19	33469498	33555824	316	27	33246	6.6936	1.0886e-11
C1024_338	GPATCH1	19	33571786	33621318	145	10	33450	6.0742	6.2287e-10
C1024_340	ALDH1A2	15	58245622	58358121	331	15	33331	5.8896	1.9353e-09
C1024_341	C15orf61	15	67813522	67819641	10	4	33302	8.027	4.996e-16
C1024_341	MAP2K5	15	67835021	68099455	583	24	33427	8.7182	1.4129e-18
C1024_341	SKOR1	15	68112042	68126498	33	7	33425	5.9083	1.7284e-09
C1024_341	C16orf78	16	49407808	49433321	77	9	33397	6.0131	9.1016e-10
C1024_341	ANGPTL4	19	8429011	8439257	16	5	33430	6.0402	7.6946e-10
C1024_342	ZIC4	3	147103835	147124596	33	9	33403	6.3204	1.3047e-10
C1024_342	TSC22D4	7	100064142	100076902	20	4	33408	5.9574	1.2813e-09
C1024_342	SMEK1	14	91923955	91976898	131	10	33441	6.9897	1.377e-12
C1024_351	CDC20	1	43824626	43828874	5	3	33504	5.8613	2.2959e-09
C1024_351	ELOVL1	1	43829068	43833745	8	5	33370	5.9681	1.2003e-09
C1024_351	TMEM161B	5	87485450	87564665	120	18	33282	6.3013	1.4763e-10
C1024_351	RUNX2	6	45296054	45518819	536	46	33413	6.4736	4.7858e-11
C1024_351	AKAP10	17	19807765	19881169	111	10	33387	7.2492	2.0967e-13
C1024_351	SPECC1	17	19912649	20218072	682	20	33437	6.0475	7.3568e-10
C1024_351	VPS16	20	2821373	2847378	72	6	33368	7.1599	4.0379e-13
C1024_351	DEFB119	20	29964966	29978452	41	10	33434	6.3145	1.3555e-10
C1024_351	DEFB121	20	29992648	30006314	39	6	33423	6.416	6.9963e-11
C1024_351	REM1	20	30063091	30072708	18	7	33299	6.0694	6.4183e-10
C1024_351	HM13	20	30102213	30158178	110	7	33430	6.329	1.2335e-10
C1024_351	COX4I2	20	30225685	30232837	13	2	33154	7.0286	1.0434e-12
C1024_351	BCL2L1	20	30252261	30311752	89	8	33308	7.5144	2.8588e-14
C1024_351	TPX2	20	30326904	30389605	104	10	33465	7.956	8.8818e-16
C1024_351	MYLK2	20	30407115	30422500	42	7	33466	7.6451	1.0436e-14
C1024_351	FOXS1	20	30432103	30433420	2	1	33332	6.1094	5e-10
C1024_351	DUSP15	20	30435441	30458479	51	16	33322	6.7265	8.6876e-12
C1024_353	IP6K2	3	48725436	48754711	45	6	33475	6.1999	2.8244e-10
C1024_353	IMPDH2	3	49061758	49066875	4	2	33493	6.0225	8.5857e-10
C1024_353	QRICH1	3	49067140	49131504	62	12	33457	6.2813	1.6787e-10
C1024_353	QARS	3	49133365	49142562	10	3	33506	6.8381	4.0126e-12
C1024_353	KLHDC8B	3	49208987	49213919	7	2	33447	6.1094	5e-10
C1024_353	CCDC36	3	49235861	49295636	78	10	33486	6.6869	1.1399e-11
C1024_353	C3orf62	3	49306030	49314864	12	4	33488	6.965	1.6417e-12
C1024_358	TAL1	1	47681962	47697938	34	7	33423	5.8521	2.4273e-09
C1024_358	BCL11B	14	99635624	99738514	212	34	33251	6.0205	8.6926e-10
C1024_358	MIR1-1HG	20	61147660	61167971	104	13	33078	6.485	4.4353e-11
C1024_359	STK17A	7	43622692	43666978	129	11	33437	6.8401	3.9564e-12
C1024_359	COA1	7	43648052	43769140	367	15	33483	6.6619	1.352e-11
C1024_359	BLVRA	7	43798272	43846941	95	13	33453	6.3638	9.8388e-11
C1024_359	CCDC53	12	102406717	102455902	104	16	33465	5.8436	2.5547e-09
C1024_359	NUP37	12	102467967	102514025	101	16	33489	6.0886	5.6955e-10
C1024_361	TUSC2	3	50362341	50365668	3	2	33325	6.1094	5e-10
C1024_361	NPRL2	3	50384918	50388486	1	1	33118	7.3543	9.5951e-14
C1024_361	DSCAML1	11	117298489	117667976	1291	101	33322	6.6403	1.5655e-11
C1024_361	KTN1	14	56046925	56151302	300	11	33439	6.6939	1.0866e-11
C1024_361	DCC	18	49866542	51062273	4579	110	33402	10.831	1.2311e-27
C1024_361	BCL2L1	20	30252261	30311752	89	8	33308	5.8782	2.0732e-09
C1024_361	TPX2	20	30326904	30389605	104	10	33465	5.9135	1.6742e-09
C1024_362	PILRA	7	99971068	99997722	37	6	33364	5.9287	1.5263e-09
C1024_362	ZCWPW1	7	99998449	100027037	41	4	33500	6.6195	1.8023e-11
C1024_362	C7orf61	7	100054238	100062063	5	2	33287	5.8459	2.5196e-09
C1024_362	TSC22D4	7	100064142	100076902	20	4	33408	6.7685	6.5054e-12
C1024_362	NYAP1	7	100081550	100092425	20	5	33395	6.6663	1.3113e-11
C1024_362	FAT3	11	92047446	92629636	1252	55	33376	7.5301	2.5359e-14
C1024_364	ADGRV1	5	89854617	90460254	1487	71	33380	6.3908	8.2489e-11
C1024_370	PARD3B	2	205410516	206484886	2543	129	33364	8.533	7.1276e-18
C1024_372	CPT2	1	53662101	53679869	29	6	33397	6.6599	1.3701e-11
C1024_372	MAGOH	1	53692564	53704282	22	6	33311	6.965	1.642e-12
C1024_372	LRP8	1	53708036	53793821	173	26	33352	7.339	1.0764e-13
C1024_372	SLC44A5	1	75667816	76081698	1011	35	33355	6.663	1.3413e-11
C1024_372	KLF7	2	207938861	208031970	270	36	33260	6.2317	2.3067e-10
C1024_372	RELN	7	103112231	103629963	2051	98	33335	7.2894	1.5569e-13
C1024_373	CCDC91	12	28343360	28703099	909	18	33417	6.0712	6.3464e-10
C1024_374	KIF6	6	39302876	39693181	1083	60	33366	5.9045	1.7686e-09
C1024_376	PARD3B	2	205410516	206484886	2543	129	33364	6.2018	2.7913e-10
C1024_377	KLF7	2	207938861	208031970	270	36	33273	5.9512	1.3305e-09
C1024_377	REST	4	57774042	57802010	78	14	33456	6.1094	5e-10
C1024_377	NOA1	4	57829516	57843826	43	10	33361	6.4551	5.4075e-11
C1024_377	POLR2B	4	57844944	57897334	156	19	33480	6.6536	1.4305e-11
C1024_377	MAP2K5	15	67835021	68099455	583	24	33428	7.6313	1.1619e-14
C1024_378	PRDM16	1	2985565	3355185	1185	140	33273	6.7526	7.2589e-12
C1024_378	MLLT10	10	21813540	22032559	204	30	33341	6.1094	5e-10
C1024_378	DSCAML1	11	117298489	117667976	1291	101	33322	7.799	3.1209e-15
C1024_378	DSCAM	21	41384343	42219039	2989	193	33329	6.1019	5.2401e-10
C1024_380	EPHA3	3	89156674	89531284	689	27	33355	7.7605	4.2285e-15
C1024_380	PLXNA4	7	131808091	132333447	1499	122	33355	6.6581	1.3867e-11
C1024_380	DPYSL2	8	26371709	26515693	601	30	33372	5.849	2.4729e-09
C1024_380	PAPPA	9	118916071	119164600	409	66	33261	6.26	1.925e-10
C1024_380	SEMA6D	15	47476403	48066420	1658	60	33349	6.9026	2.5528e-12
C1024_380	IQCH	15	67547138	67794142	417	22	33452	6.1374	4.1939e-10
C1024_380	C15orf61	15	67813522	67819641	10	4	33303	7.574	1.8097e-14
C1024_380	MAP2K5	15	67835021	68099455	583	24	33428	8.0588	3.8538e-16
C1024_380	SKOR1	15	68112042	68126498	33	7	33426	5.9587	1.2716e-09
C1024_380	C16orf78	16	49407808	49433321	77	9	33398	6.785	5.803e-12
C1024_381	CPT2	1	53662101	53679869	29	6	33409	8.2095	1.1102e-16
C1024_381	C1orf123	1	53679771	53686289	10	2	33485	6.68	1.1946e-11
C1024_381	MAGOH	1	53692564	53704282	22	6	33323	7.9006	1.3878e-15
C1024_381	LRP8	1	53708036	53793821	173	26	33364	6.1094	5e-10
C1024_381	SLC44A5	1	75667816	76081698	1011	35	33367	7.8643	1.8556e-15
C1024_381	KLF7	2	207938861	208031970	270	36	33271	8.2709	6.6453e-17
C1024_381	MB21D2	3	192514604	192635950	352	25	33278	6.0989	5.341e-10
C1024_381	REST	4	57774042	57802010	78	14	33454	6.1094	5e-10
C1024_381	NOA1	4	57829516	57843826	43	10	33359	7.9284	1.1102e-15
C1024_381	POLR2B	4	57844944	57897334	156	19	33478	6.1094	5e-10
C1024_381	NDUFS4	5	52856464	52979171	373	21	33479	6.0788	6.0539e-10
C1024_381	EFNA5	5	106712590	107006596	707	89	33252	6.1178	4.7425e-10
C1024_381	MCC	5	112357796	112824527	1865	59	33394	7.1501	4.3351e-13
C1024_381	ARID1B	6	157098980	157531913	913	72	33341	5.9215	1.5955e-09
C1024_381	RELN	7	103112231	103629963	2051	98	33347	10.877	7.4094e-28
C1024_381	KCNQ3	8	133133105	133493004	1218	95	33356	5.9759	1.1444e-09
C1024_381	C10orf67	10	23605520	23633772	53	8	33414	6.2264	2.3864e-10
C1024_381	ERC1	12	1100404	1605099	1659	47	33390	6.2834	1.6564e-10
C1024_381	SKOR2	18	44738460	44775554	91	12	33358	6.1094	5e-10
C1024_382	MACROD2	20	13976146	16033842	6109	309	33339	6.6388	1.5817e-11
C1024_383	C1orf185	1	51442129	51613754	318	23	33435	5.8938	1.8876e-09
C1024_383	TTC39A	1	51752930	51810785	109	22	33393	6.0337	8.0125e-10
C1024_383	KLF7	2	207938861	208031970	270	36	33273	5.9703	1.1839e-09
C1024_383	MAP2K5	15	67835021	68099455	583	24	33428	6.3368	1.1732e-10
C1024_384	C1orf185	1	51442129	51613754	318	23	33435	7.0145	1.1537e-12
C1024_384	RNF11	1	51701945	51739119	42	7	33399	6.2013	2.8006e-10
C1024_384	TTC39A	1	51752930	51810785	109	22	33393	6.5447	2.9814e-11
C1024_384	PARD3B	2	205410516	206484886	2543	129	33364	8.0185	5.3528e-16
C1024_384	HHIP	4	145567148	145662542	176	14	33438	6.1178	4.7425e-10
C1024_384	ARID1B	6	157098980	157531913	913	72	33343	6.6508	1.4576e-11
C1024_384	RELN	7	103112231	103629963	2051	98	33349	7.1676	3.8166e-13
C1024_385	TNFRSF14	1	2487291	2495268	18	4	33452	6.4573	5.3277e-11
C1024_385	CPT2	1	53662101	53679869	29	6	33406	5.9679	1.2014e-09
C1024_385	LRP8	1	53708036	53793821	173	26	33361	6.9088	2.4436e-12
C1024_385	SLC44A5	1	75667816	76081698	1011	35	33364	7.9834	7.1186e-16
C1024_385	KLF7	2	207938861	208031970	270	36	33268	7.3521	9.7557e-14
C1024_385	MCC	5	112357796	112824527	1865	59	33391	8.0596	3.827e-16
C1024_385	RELN	7	103112231	103629963	2051	98	33344	9.6608	2.2114e-22
C1024_385	CACFD1	9	136325087	136335909	29	8	33443	5.9904	1.0463e-09
C1024_385	PTF1A	10	23481460	23483181	3	1	33463	6.1094	5e-10
C1024_385	C10orf67	10	23605520	23633772	53	8	33411	7.6965	6.9944e-15
C1024_385	CCDC53	12	102406717	102455902	104	16	33460	6.5402	3.0708e-11
C1024_385	NUP37	12	102467967	102514025	101	16	33484	6.5919	2.1707e-11
C1024_385	AGBL1	15	86623137	87572283	3854	153	33340	6.4965	4.1109e-11
C1024_385	SKOR2	18	44738460	44775554	91	12	33355	7.6895	7.383e-15
C1024_387	ICA1L	2	203637873	203736708	201	14	33344	6.9484	1.8469e-12
C1024_387	WDR12	2	203745323	203776949	70	9	33456	6.7636	6.7315e-12
C1024_387	CARF	2	203776978	203851060	150	11	33501	6.7552	7.1311e-12
C1024_387	BCL2L1	20	30252261	30311752	89	8	33306	7.2957	1.4855e-13
C1024_387	TPX2	20	30326904	30389605	104	10	33463	7.1309	4.9871e-13
C1024_387	MYLK2	20	30407115	30422500	42	7	33464	6.597	2.0977e-11
C1024_388	FAF1	1	50906935	51425936	721	30	33444	7.1029	6.1073e-13
C1024_388	LEMD3	12	65563351	65642141	86	13	33440	5.8702	2.1759e-09
C1024_388	MSRB3	12	65672423	65860687	269	21	33412	7.2231	2.5412e-13
C1024_388	CCDC53	12	102406717	102455902	104	16	33465	5.8373	2.6529e-09
C1024_388	NUP37	12	102467967	102514025	101	16	33489	5.8948	1.8757e-09
C1024_388	PARPBP	12	102513956	102591298	154	15	33471	5.8418	2.5818e-09
C1024_388	IGF1	12	102789645	102875563	152	22	33405	7.1945	3.1347e-13
C1024_389	MPHOSPH9	12	123640943	123717785	205	11	33463	6.1496	3.8835e-10
C1024_389	RILPL2	12	123899936	123921264	44	13	33328	5.8986	1.8329e-09
C1024_389	MACROD2	20	13976146	16033842	6109	309	33359	6.2111	2.6303e-10
C1024_395	PARD3B	2	205410516	206484886	2543	129	33364	6.683	1.1704e-11
C1024_395	RELN	7	103112231	103629963	2051	98	33349	5.8789	2.0649e-09
C1024_396	SSH2	17	27952956	28257231	400	17	33433	6.1572	3.7014e-10
C1024_396	EFCAB5	17	28256874	28435470	248	15	33454	6.1435	4.037e-10
C1024_396	NSRP1	17	28443821	28513493	102	8	33384	6.0084	9.368e-10
C1024_4	C1orf185	1	51442129	51613754	318	23	33435	7.3716	8.4292e-14
C1024_4	RNF11	1	51701945	51739119	42	7	33399	6.9548	1.7647e-12
C1024_4	TTC39A	1	51752930	51810785	109	22	33393	7.5109	2.9365e-14
C1024_4	MAGOH	1	53692564	53704282	22	6	33325	6.421	6.7681e-11
C1024_4	LRP8	1	53708036	53793821	173	26	33366	6.7754	6.2029e-12
C1024_4	REST	4	57774042	57802010	78	14	33456	7.6858	7.605e-15
C1024_4	NOA1	4	57829516	57843826	43	10	33361	6.399	7.8202e-11
C1024_4	POLR2B	4	57844944	57897334	156	19	33480	6.5542	2.7972e-11
C1024_4	PLXNA4	7	131808091	132333447	1499	122	33355	6.2749	1.7492e-10
C1024_4	PAPPA	9	118916071	119164600	409	66	33261	7.599	1.492e-14
C1024_4	ZFP36L1	14	69254372	69263184	18	5	33344	7.5344	2.4536e-14
C1024_4	MAP2K5	15	67835021	68099455	583	24	33428	6.9003	2.5953e-12
C1024_401	FBN1	15	48700503	48937985	378	14	33382	5.9803	1.1139e-09
C1024_402	CPT2	1	53662101	53679869	29	6	33407	5.9541	1.3075e-09
C1024_402	C1orf123	1	53679771	53686289	10	2	33483	6.3222	1.289e-10
C1024_402	MAGOH	1	53692564	53704282	22	6	33321	6.7778	6.1001e-12
C1024_402	LRP8	1	53708036	53793821	173	26	33362	6.5151	3.6327e-11
C1024_402	PAPPA	9	118916071	119164600	409	66	33257	7.4602	4.3194e-14
C1024_402	RAD51B	14	68286496	69149889	1949	88	33360	6.8803	2.9856e-12
C1024_403	CENPW	6	126660660	126670548	12	4	33446	6.2692	1.8144e-10
C1024_403	SHFM1	7	96318079	96339203	52	10	33436	6.1945	2.9244e-10
C1024_404	CDH11	16	64916794	65160015	833	35	33446	6.0072	9.4386e-10
C1024_406	ZIC4	3	147103835	147124596	33	9	33403	6.1351	4.2548e-10
C1024_406	ZIC1	3	147127181	147134506	10	6	33365	5.8632	2.27e-09
C1024_413	SHFM1	7	96318079	96339203	52	10	33437	6.2911	1.5758e-10
C1024_415	SLC44A5	1	75667816	76081698	1011	35	33367	7.5619	1.9862e-14
C1024_415	CCDC53	12	102406717	102455902	104	16	33463	6.6263	1.7209e-11
C1024_415	NUP37	12	102467967	102514025	101	16	33487	6.6889	1.1241e-11
C1024_415	AGBL1	15	86623137	87572283	3854	153	33343	6.1753	3.3014e-10
C1024_416	CENPW	6	126660660	126670548	12	4	33447	6.427	6.5052e-11
C1024_416	C7orf76	7	96110938	96132835	44	10	33353	7.5188	2.7645e-14
C1024_416	SHFM1	7	96318079	96339203	52	10	33437	6.1094	5e-10
C1024_423	ANKFN1	17	54230836	54560007	770	48	33381	5.8582	2.3402e-09
C1024_424	CRHR1	17	43697710	43913194	994	9	33458	5.905	1.7636e-09
C1024_424	NSF	17	44668035	44834830	76	8	33378	6.0106	9.2421e-10
C1024_426	PKDCC	2	42275161	42285668	33	5	33349	6.1203	4.6707e-10
C1024_426	ZNF398	7	148823508	148880134	177	13	33430	5.9042	1.7717e-09
C1024_426	ASTN2	9	119187504	120177317	3022	146	33351	6.8274	4.3233e-12
C1024_426	WIF1	12	65444404	65515346	114	15	33373	7.2461	2.145e-13
C1024_426	LEMD3	12	65563351	65642141	86	13	33440	6.1094	5e-10
C1024_426	MSRB3	12	65672423	65860687	269	21	33412	7.5137	2.8742e-14
C1024_426	IL34	16	70613798	70694585	245	21	33254	7.4851	3.5749e-14
C1024_428	CENPW	6	126660660	126670548	12	4	33447	7.8821	1.6098e-15
C1024_428	ISPD	7	16127152	16460947	1069	43	33333	6.3049	1.4422e-10
C1024_429	ACTR1A	10	104238986	104262580	71	4	33504	6.1639	3.5478e-10
C1024_43	DAAM1	14	59655329	59838123	560	29	33360	8.3406	3.6962e-17
C1024_430	FAF1	1	50906935	51425936	721	30	33443	6.4014	7.6958e-11
C1024_430	C1orf185	1	51442129	51613754	318	23	33434	7.5373	2.3984e-14
C1024_430	RNF11	1	51701945	51739119	42	7	33398	6.089	5.6806e-10
C1024_430	TTC39A	1	51752930	51810785	109	22	33392	6.4403	5.9603e-11
C1024_430	EEF1E1	6	8073593	8102828	87	13	33373	6.1094	5e-10
C1024_434	CENPW	6	126660660	126670548	12	4	33448	6.4665	5.0137e-11
C1024_434	LRCH1	13	47127296	47327176	530	30	33372	6.0517	7.1642e-10
C1024_434	UQCC1	20	33890369	33999945	174	10	33468	6.544	2.9951e-11
C1024_434	GDF5	20	34021149	34026027	11	3	33505	6.0005	9.8342e-10
C1024_435	SHFM1	7	96318079	96339203	52	10	33436	6.3159	1.343e-10
C1024_436	HEATR5B	2	37208153	37311485	304	24	33366	5.906	1.7522e-09
C1024_448	COL11A1	1	103342023	103574052	1046	30	33456	6.3488	1.085e-10
C1024_448	ALDH1A2	15	58245622	58358121	331	15	33331	6.7324	8.3422e-12
C1024_449	GRB14	2	165349323	165478360	198	30	33221	6.2503	2.0485e-10
C1024_449	PARD3B	2	205410516	206484886	2543	129	33363	6.2703	1.8016e-10
C1024_449	RELN	7	103112231	103629963	2051	98	33348	7.5715	1.8452e-14
C1024_449	MAP2K5	15	67835021	68099455	583	24	33427	6.1803	3.1995e-10
C1024_451	PQLC3	2	11295498	11319000	81	15	33074	6.1117	4.9285e-10
C1024_451	MLLT10	10	21813540	22032559	204	30	33341	6.1607	3.6219e-10
C1024_451	FAT3	11	92047446	92629636	1252	55	33375	7.7489	4.635e-15
C1024_451	CCDC88C	14	91737667	91884188	436	58	33349	6.4735	4.7885e-11
C1024_451	SMEK1	14	91923955	91976898	131	10	33440	6.1094	5e-10
C1024_451	GNA13	17	63005407	63052920	24	6	33130	7.1392	4.6924e-13
C1024_451	DCC	18	49866542	51062273	4579	110	33402	6.0838	5.87e-10
C1024_453	LRP8	1	53708036	53793821	173	26	33364	6.457	5.3408e-11
C1024_453	POLR2B	4	57844944	57897334	156	19	33478	5.92	1.6097e-09
C1024_453	MCC	5	112357796	112824527	1865	59	33394	6.5922	2.1674e-11
C1024_453	RELN	7	103112231	103629963	2051	98	33347	8.1114	2.5025e-16
C1024_455	ASTN2	9	119187504	120177317	3022	146	33349	6.2321	2.3018e-10
C1024_455	METTL10	10	126434336	126480439	87	12	33380	6.5607	2.6773e-11
C1024_455	WIF1	12	65444404	65515346	114	15	33371	7.2744	1.7403e-13
C1024_455	LEMD3	12	65563351	65642141	86	13	33438	6.9219	2.2276e-12
C1024_455	MSRB3	12	65672423	65860687	269	21	33410	7.2983	1.4574e-13
C1024_455	HRK	12	117298225	117319232	24	5	33258	7.7338	5.218e-15
C1024_461	ZIC4	3	147103835	147124596	33	9	33403	5.9875	1.0652e-09
C1024_461	GMNC	3	190570526	190610190	95	18	33314	6.5242	3.4173e-11
C1024_461	ZCWPW1	7	99998449	100027037	41	4	33500	5.8627	2.2768e-09
C1024_461	TSC22D4	7	100064142	100076902	20	4	33408	6.0875	5.7333e-10
C1024_461	NYAP1	7	100081550	100092425	20	5	33395	5.9272	1.5406e-09
C1024_461	CCDC88C	14	91737667	91884188	436	58	33350	6.5354	3.1729e-11
C1024_461	SMEK1	14	91923955	91976898	131	10	33441	6.1094	5e-10
C1024_463	SUPT3H	6	44794467	45345788	1876	28	33473	6.4344	6.1988e-11
C1024_463	CENPW	6	126660660	126670548	12	4	33447	7.7352	5.1625e-15
C1024_463	CORO6	17	27941774	27949926	9	3	33299	6.22	2.4864e-10
C1024_463	SSH2	17	27952956	28257231	400	17	33434	6.5307	3.2739e-11
C1024_463	EFCAB5	17	28256874	28435470	248	15	33455	6.8316	4.1989e-12
C1024_463	NSRP1	17	28443821	28513493	102	8	33385	6.6151	1.8563e-11
C1024_463	SLC6A4	17	28521337	28562986	69	13	33363	5.9796	1.1186e-09
C1024_463	CRHR1	17	43697710	43913194	994	9	33458	6.1925	2.961e-10
C1024_463	SPPL2C	17	43922256	43924438	17	2	33495	5.9822	1.1007e-09
C1024_463	MAPT	17	43971702	44105700	709	5	33452	6.2129	2.6e-10
C1024_463	STH	17	44076616	44077060	1	1	33540	6.2441	2.1309e-10
C1024_463	KANSL1	17	44107282	44302740	779	4	33345	6.2158	2.5525e-10
C1024_463	LRRC37A	17	44316744	44415160	82	5	33125	6.3256	1.2611e-10
C1024_463	NSF	17	44668035	44834830	76	8	33378	6.6629	1.3426e-11
C1024_463	WNT3	17	44839872	44896126	96	17	33356	6.8054	5.0384e-12
C1024_466	AS3MT	10	104629183	104661656	111	13	33447	6.2629	1.8894e-10
C1024_466	NT5C2	10	104847774	104953063	242	19	33486	6.1554	3.7439e-10
C1024_467	FAM53B	10	126307861	126432930	258	24	33324	6.4926	4.2191e-11
C1024_467	METTL10	10	126434336	126480439	87	12	33380	6.1094	5e-10
C1024_467	FAM175B	10	126490354	126525239	54	10	33427	6.2919	1.5685e-10
C1024_469	SLC44A5	1	75667816	76081698	1011	35	33366	6.3379	1.1649e-10
C1024_469	PAX3	2	223064606	223163715	264	31	33309	6.578	2.3848e-11
C1024_470	GINM1	6	149887528	149912067	19	5	33364	6.189	3.0275e-10
C1024_470	KATNA1	6	149916009	149970154	109	4	33410	6.0315	8.1234e-10
C1024_470	LATS1	6	149979289	150039392	87	5	33452	6.2454	2.113e-10
C1024_470	NUP43	6	150045457	150067688	38	3	33469	6.3169	1.334e-10
C1024_470	PCMT1	6	150070831	150132557	158	5	33448	6.3983	7.8572e-11
C1024_470	VSTM4	10	50222333	50323559	346	19	33260	7.564	1.9536e-14
C1024_470	FAM170B	10	50339199	50342065	14	4	33513	7.738	5.0515e-15
C1024_470	C10orf128	10	50363890	50396640	130	24	33386	6.1094	5e-10
C1024_471	CENPW	6	126660660	126670548	12	4	33447	7.2809	1.6576e-13
C1024_471	BLVRA	7	43798272	43846941	95	13	33452	6.1223	4.6128e-10
C1024_471	CORO6	17	27941774	27949926	9	3	33299	6.3377	1.1664e-10
C1024_471	EFCAB5	17	28256874	28435470	248	15	33455	5.8659	2.2339e-09
C1024_471	CRHR1	17	43697710	43913194	994	9	33458	7.0377	9.7724e-13
C1024_471	SPPL2C	17	43922256	43924438	17	2	33495	6.1579	3.6863e-10
C1024_471	MAPT	17	43971702	44105700	709	5	33452	7.348	1.0059e-13
C1024_471	STH	17	44076616	44077060	1	1	33540	7.3623	9.0407e-14
C1024_471	KANSL1	17	44107282	44302740	779	4	33345	7.3208	1.2326e-13
